writer_id,file_name,label,text,category
Coverage2,Coverage2/1.png,SUP_01,အဲဒီနေ့က သူ့ရဲ့သူငယ်ချင်းနဲ့ တွေ့ခဲ့တဲ့အကြောင်းကို ပြောတယ်။,SUP
Coverage2,Coverage2/2.png,SUP_02,စာမေးပွဲအောင်ဖို့ ကြိုးစားရမယ်လို့ ဆရာက ဆိုတယ်။,SUP
Coverage2,Coverage2/3.png,SUP_03,လိုအပ်တဲ့စာအုပ်ကို စာကြည့်တိုက်ဆီက ယူပြီး အိမ်ထိ သယ်လာခဲ့တယ်။,SUP
Coverage2,Coverage2/4.png,SUP_04,ဒီမြေကွက်ပဲ ဝယ်မယ့်သူတွေရှိလို့ ဈေးနှုန်းကို သေချာစစ်တယ်။,SUP
Coverage2,Coverage2/5.png,SUP_05,ဥယျာဉ်ထဲမှာ ဂန္ဓမာပန်းနဲ့ ဇီဇဝါပန်းတွေ ပွင့်နေတယ်။,SUP
Coverage2,Coverage2/6.png,SUP_06,ဗိုလ်ချုပ်လမ်းဘေးက ဆေးဆိုင်မှာ ဆေးဝယ်ဖို့ သွားတယ်။,SUP
Coverage2,Coverage2/7.png,SUP_07,ရိပ်သာရှေ့မှာ ယေဘုယျစည်းကမ်းတွေကို ဖတ်ပြီး ရုံးထဲဝင်တယ်။,SUP
Coverage2,Coverage2/8.png,SUP_08,သူက သုံးရက်အတွင်း အလုပ်ပြီးအောင် ကြိုးစားမယ်လို့ ပြောတယ်။,SUP
Coverage2,Coverage2/9.png,SUP_09,မိုးစိုနေတဲ့လမ်းပေါ်မှာ ထီးဆောင်းပြီး ဖြည်းဖြည်းလျှောက်တယ်။,SUP
Coverage2,Coverage2/10.png,SUP_10,ထုတ်ကုန်အသစ်ကို ထေရဝါဒစာအုပ်တွေနဲ့အတူ စာအုပ်ဆိုင်မှာ တင်ထားတယ်။,SUP
Coverage2,Coverage2/11.png,SUP_11,တီဗီကြည့်ပြီး အိပ်ချိန်ရောက်တော့ မီးပိတ်လိုက်တယ်။,SUP
Coverage2,Coverage2/12.png,SUP_12,လွယ်ကူတဲ့နည်းလမ်းကို ဖေဖေက ရှင်းပြပေးတယ်။,SUP
Coverage2,Coverage2/13.png,SUP_13,ခိုင်မာတဲ့တံတားက ကူးသွားဖို့ ပိုလုံခြုံတယ်။,SUP
Coverage2,Coverage2/14.png,SUP_14,နီလာက ချုပ်ထားတဲ့အင်္ကျီကို ဝတ်ပြီး အပြင်ထွက်တယ်။,SUP
Coverage2,Coverage2/15.png,SUP_15,ဝိဇ္ဇာဘာသာကို စိတ်ဝင်စားတဲ့ကျောင်းသားတွေ စာကြည့်တိုက်မှာ လေ့လာကြတယ်။,SUP
Coverage4,Coverage4/1.png,SUP_01,အဲဒီနေ့က သူ့ရဲ့သူငယ်ချင်းနဲ့ တွေ့ခဲ့တဲ့အကြောင်းကို ပြောတယ်။,SUP
Coverage4,Coverage4/2.png,SUP_02,စာမေးပွဲအောင်ဖို့ ကြိုးစားရမယ်လို့ ဆရာက ဆိုတယ်။,SUP
Coverage4,Coverage4/3.png,SUP_03,လိုအပ်တဲ့စာအုပ်ကို စာကြည့်တိုက်ဆီက ယူပြီး အိမ်ထိ သယ်လာခဲ့တယ်။,SUP
Coverage4,Coverage4/4.png,SUP_04,ဒီမြေကွက်ပဲ ဝယ်မယ့်သူတွေရှိလို့ ဈေးနှုန်းကို သေချာစစ်တယ်။,SUP
Coverage4,Coverage4/5.png,SUP_05,ဥယျာဉ်ထဲမှာ ဂန္ဓမာပန်းနဲ့ ဇီဇဝါပန်းတွေ ပွင့်နေတယ်။,SUP
Coverage4,Coverage4/6.png,SUP_06,ဗိုလ်ချုပ်လမ်းဘေးက ဆေးဆိုင်မှာ ဆေးဝယ်ဖို့ သွားတယ်။,SUP
Coverage4,Coverage4/7.png,SUP_07,ရိပ်သာရှေ့မှာ ယေဘုယျစည်းကမ်းတွေကို ဖတ်ပြီး ရုံးထဲဝင်တယ်။,SUP
Coverage4,Coverage4/8.png,SUP_08,သူက သုံးရက်အတွင်း အလုပ်ပြီးအောင် ကြိုးစားမယ်လို့ ပြောတယ်။,SUP
Coverage4,Coverage4/9.png,SUP_09,မိုးစိုနေတဲ့လမ်းပေါ်မှာ ထီးဆောင်းပြီး ဖြည်းဖြည်းလျှောက်တယ်။,SUP
Coverage4,Coverage4/10.png,SUP_10,ထုတ်ကုန်အသစ်ကို ထေရဝါဒစာအုပ်တွေနဲ့အတူ စာအုပ်ဆိုင်မှာ တင်ထားတယ်။,SUP
Coverage4,Coverage4/11.png,SUP_11,တီဗီကြည့်ပြီး အိပ်ချိန်ရောက်တော့ မီးပိတ်လိုက်တယ်။,SUP
Coverage4,Coverage4/12.png,SUP_12,လွယ်ကူတဲ့နည်းလမ်းကို ဖေဖေက ရှင်းပြပေးတယ်။,SUP
Coverage4,Coverage4/13.png,SUP_13,ခိုင်မာတဲ့တံတားက ကူးသွားဖို့ ပိုလုံခြုံတယ်။,SUP
Coverage4,Coverage4/14.png,SUP_14,နီလာက ချုပ်ထားတဲ့အင်္ကျီကို ဝတ်ပြီး အပြင်ထွက်တယ်။,SUP
Coverage4,Coverage4/15.png,SUP_15,ဝိဇ္ဇာဘာသာကို စိတ်ဝင်စားတဲ့ကျောင်းသားတွေ စာကြည့်တိုက်မှာ လေ့လာကြတယ်။,SUP
Coverage5,Coverage5/1.png,SUP_01,အဲဒီနေ့က သူ့ရဲ့သူငယ်ချင်းနဲ့ တွေ့ခဲ့တဲ့အကြောင်းကို ပြောတယ်။,SUP
Coverage5,Coverage5/2.png,SUP_02,စာမေးပွဲအောင်ဖို့ ကြိုးစားရမယ်လို့ ဆရာက ဆိုတယ်။,SUP
Coverage5,Coverage5/3.png,SUP_03,လိုအပ်တဲ့စာအုပ်ကို စာကြည့်တိုက်ဆီက ယူပြီး အိမ်ထိ သယ်လာခဲ့တယ်။,SUP
Coverage5,Coverage5/4.png,SUP_04,ဒီမြေကွက်ပဲ ဝယ်မယ့်သူတွေရှိလို့ ဈေးနှုန်းကို သေချာစစ်တယ်။,SUP
Coverage5,Coverage5/5.png,SUP_05,ဥယျာဉ်ထဲမှာ ဂန္ဓမာပန်းနဲ့ ဇီဇဝါပန်းတွေ ပွင့်နေတယ်။,SUP
Coverage5,Coverage5/6.png,SUP_06,ဗိုလ်ချုပ်လမ်းဘေးက ဆေးဆိုင်မှာ ဆေးဝယ်ဖို့ သွားတယ်။,SUP
Coverage5,Coverage5/7.png,SUP_07,ရိပ်သာရှေ့မှာ ယေဘုယျစည်းကမ်းတွေကို ဖတ်ပြီး ရုံးထဲဝင်တယ်။,SUP
Coverage5,Coverage5/8.png,SUP_08,သူက သုံးရက်အတွင်း အလုပ်ပြီးအောင် ကြိုးစားမယ်လို့ ပြောတယ်။,SUP
Coverage5,Coverage5/9.png,SUP_09,မိုးစိုနေတဲ့လမ်းပေါ်မှာ ထီးဆောင်းပြီး ဖြည်းဖြည်းလျှောက်တယ်။,SUP
Coverage5,Coverage5/10.png,SUP_10,ထုတ်ကုန်အသစ်ကို ထေရဝါဒစာအုပ်တွေနဲ့အတူ စာအုပ်ဆိုင်မှာ တင်ထားတယ်။,SUP
Coverage5,Coverage5/11.png,SUP_11,တီဗီကြည့်ပြီး အိပ်ချိန်ရောက်တော့ မီးပိတ်လိုက်တယ်။,SUP
Coverage5,Coverage5/12.png,SUP_12,လွယ်ကူတဲ့နည်းလမ်းကို ဖေဖေက ရှင်းပြပေးတယ်။,SUP
Coverage5,Coverage5/13.png,SUP_13,ခိုင်မာတဲ့တံတားက ကူးသွားဖို့ ပိုလုံခြုံတယ်။,SUP
Coverage5,Coverage5/14.png,SUP_14,နီလာက ချုပ်ထားတဲ့အင်္ကျီကို ဝတ်ပြီး အပြင်ထွက်တယ်။,SUP
Coverage5,Coverage5/15.png,SUP_15,ဝိဇ္ဇာဘာသာကို စိတ်ဝင်စားတဲ့ကျောင်းသားတွေ စာကြည့်တိုက်မှာ လေ့လာကြတယ်။,SUP
Coverage6,Coverage6/1.png,SUP_01,အဲဒီနေ့က သူ့ရဲ့သူငယ်ချင်းနဲ့ တွေ့ခဲ့တဲ့အကြောင်းကို ပြောတယ်။,SUP
Coverage6,Coverage6/2.png,SUP_02,စာမေးပွဲအောင်ဖို့ ကြိုးစားရမယ်လို့ ဆရာက ဆိုတယ်။,SUP
Coverage6,Coverage6/3.png,SUP_03,လိုအပ်တဲ့စာအုပ်ကို စာကြည့်တိုက်ဆီက ယူပြီး အိမ်ထိ သယ်လာခဲ့တယ်။,SUP
Coverage6,Coverage6/4.png,SUP_04,ဒီမြေကွက်ပဲ ဝယ်မယ့်သူတွေရှိလို့ ဈေးနှုန်းကို သေချာစစ်တယ်။,SUP
Coverage6,Coverage6/5.png,SUP_05,ဥယျာဉ်ထဲမှာ ဂန္ဓမာပန်းနဲ့ ဇီဇဝါပန်းတွေ ပွင့်နေတယ်။,SUP
Coverage6,Coverage6/6.png,SUP_06,ဗိုလ်ချုပ်လမ်းဘေးက ဆေးဆိုင်မှာ ဆေးဝယ်ဖို့ သွားတယ်။,SUP
Coverage6,Coverage6/7.png,SUP_07,ရိပ်သာရှေ့မှာ ယေဘုယျစည်းကမ်းတွေကို ဖတ်ပြီး ရုံးထဲဝင်တယ်။,SUP
Coverage6,Coverage6/8.png,SUP_08,သူက သုံးရက်အတွင်း အလုပ်ပြီးအောင် ကြိုးစားမယ်လို့ ပြောတယ်။,SUP
Coverage6,Coverage6/9.png,SUP_09,မိုးစိုနေတဲ့လမ်းပေါ်မှာ ထီးဆောင်းပြီး ဖြည်းဖြည်းလျှောက်တယ်။,SUP
Coverage6,Coverage6/10.png,SUP_10,ထုတ်ကုန်အသစ်ကို ထေရဝါဒစာအုပ်တွေနဲ့အတူ စာအုပ်ဆိုင်မှာ တင်ထားတယ်။,SUP
Coverage6,Coverage6/11.png,SUP_11,တီဗီကြည့်ပြီး အိပ်ချိန်ရောက်တော့ မီးပိတ်လိုက်တယ်။,SUP
Coverage6,Coverage6/12.png,SUP_12,လွယ်ကူတဲ့နည်းလမ်းကို ဖေဖေက ရှင်းပြပေးတယ်။,SUP
Coverage6,Coverage6/13.png,SUP_13,ခိုင်မာတဲ့တံတားက ကူးသွားဖို့ ပိုလုံခြုံတယ်။,SUP
Coverage6,Coverage6/14.png,SUP_14,နီလာက ချုပ်ထားတဲ့အင်္ကျီကို ဝတ်ပြီး အပြင်ထွက်တယ်။,SUP
Coverage6,Coverage6/15.png,SUP_15,ဝိဇ္ဇာဘာသာကို စိတ်ဝင်စားတဲ့ကျောင်းသားတွေ စာကြည့်တိုက်မှာ လေ့လာကြတယ်။,SUP
Coverage7,Coverage7/1.png,SUP_01,အဲဒီနေ့က သူ့ရဲ့သူငယ်ချင်းနဲ့ တွေ့ခဲ့တဲ့အကြောင်းကို ပြောတယ်။,SUP
Coverage7,Coverage7/2.png,SUP_02,စာမေးပွဲအောင်ဖို့ ကြိုးစားရမယ်လို့ ဆရာက ဆိုတယ်။,SUP
Coverage7,Coverage7/3.png,SUP_03,လိုအပ်တဲ့စာအုပ်ကို စာကြည့်တိုက်ဆီက ယူပြီး အိမ်ထိ သယ်လာခဲ့တယ်။,SUP
Coverage7,Coverage7/4.png,SUP_04,ဒီမြေကွက်ပဲ ဝယ်မယ့်သူတွေရှိလို့ ဈေးနှုန်းကို သေချာစစ်တယ်။,SUP
Coverage7,Coverage7/5.png,SUP_05,ဥယျာဉ်ထဲမှာ ဂန္ဓမာပန်းနဲ့ ဇီဇဝါပန်းတွေ ပွင့်နေတယ်။,SUP
Coverage7,Coverage7/6.png,SUP_06,ဗိုလ်ချုပ်လမ်းဘေးက ဆေးဆိုင်မှာ ဆေးဝယ်ဖို့ သွားတယ်။,SUP
Coverage7,Coverage7/7.png,SUP_07,ရိပ်သာရှေ့မှာ ယေဘုယျစည်းကမ်းတွေကို ဖတ်ပြီး ရုံးထဲဝင်တယ်။,SUP
Coverage7,Coverage7/8.png,SUP_08,သူက သုံးရက်အတွင်း အလုပ်ပြီးအောင် ကြိုးစားမယ်လို့ ပြောတယ်။,SUP
Coverage7,Coverage7/9.png,SUP_09,မိုးစိုနေတဲ့လမ်းပေါ်မှာ ထီးဆောင်းပြီး ဖြည်းဖြည်းလျှောက်တယ်။,SUP
Coverage7,Coverage7/10.png,SUP_10,ထုတ်ကုန်အသစ်ကို ထေရဝါဒစာအုပ်တွေနဲ့အတူ စာအုပ်ဆိုင်မှာ တင်ထားတယ်။,SUP
Coverage7,Coverage7/11.png,SUP_11,တီဗီကြည့်ပြီး အိပ်ချိန်ရောက်တော့ မီးပိတ်လိုက်တယ်။,SUP
Coverage7,Coverage7/12.png,SUP_12,လွယ်ကူတဲ့နည်းလမ်းကို ဖေဖေက ရှင်းပြပေးတယ်။,SUP
Coverage7,Coverage7/13.png,SUP_13,ခိုင်မာတဲ့တံတားက ကူးသွားဖို့ ပိုလုံခြုံတယ်။,SUP
Coverage7,Coverage7/14.png,SUP_14,နီလာက ချုပ်ထားတဲ့အင်္ကျီကို ဝတ်ပြီး အပြင်ထွက်တယ်။,SUP
Coverage7,Coverage7/15.png,SUP_15,ဝိဇ္ဇာဘာသာကို စိတ်ဝင်စားတဲ့ကျောင်းသားတွေ စာကြည့်တိုက်မှာ လေ့လာကြတယ်။,SUP
Coverage8,Coverage8/1.png,SUP_01,အဲဒီနေ့က သူ့ရဲ့သူငယ်ချင်းနဲ့ တွေ့ခဲ့တဲ့အကြောင်းကို ပြောတယ်။,SUP
Coverage8,Coverage8/2.png,SUP_02,စာမေးပွဲအောင်ဖို့ ကြိုးစားရမယ်လို့ ဆရာက ဆိုတယ်။,SUP
Coverage8,Coverage8/3.png,SUP_03,လိုအပ်တဲ့စာအုပ်ကို စာကြည့်တိုက်ဆီက ယူပြီး အိမ်ထိ သယ်လာခဲ့တယ်။,SUP
Coverage8,Coverage8/4.png,SUP_04,ဒီမြေကွက်ပဲ ဝယ်မယ့်သူတွေရှိလို့ ဈေးနှုန်းကို သေချာစစ်တယ်။,SUP
Coverage8,Coverage8/5.png,SUP_05,ဥယျာဉ်ထဲမှာ ဂန္ဓမာပန်းနဲ့ ဇီဇဝါပန်းတွေ ပွင့်နေတယ်။,SUP
Coverage8,Coverage8/6.png,SUP_06,ဗိုလ်ချုပ်လမ်းဘေးက ဆေးဆိုင်မှာ ဆေးဝယ်ဖို့ သွားတယ်။,SUP
Coverage8,Coverage8/7.png,SUP_07,ရိပ်သာရှေ့မှာ ယေဘုယျစည်းကမ်းတွေကို ဖတ်ပြီး ရုံးထဲဝင်တယ်။,SUP
Coverage8,Coverage8/8.png,SUP_08,သူက သုံးရက်အတွင်း အလုပ်ပြီးအောင် ကြိုးစားမယ်လို့ ပြောတယ်။,SUP
Coverage8,Coverage8/9.png,SUP_09,မိုးစိုနေတဲ့လမ်းပေါ်မှာ ထီးဆောင်းပြီး ဖြည်းဖြည်းလျှောက်တယ်။,SUP
Coverage8,Coverage8/10.png,SUP_10,ထုတ်ကုန်အသစ်ကို ထေရဝါဒစာအုပ်တွေနဲ့အတူ စာအုပ်ဆိုင်မှာ တင်ထားတယ်။,SUP
Coverage8,Coverage8/11.png,SUP_11,တီဗီကြည့်ပြီး အိပ်ချိန်ရောက်တော့ မီးပိတ်လိုက်တယ်။,SUP
Coverage8,Coverage8/12.png,SUP_12,လွယ်ကူတဲ့နည်းလမ်းကို ဖေဖေက ရှင်းပြပေးတယ်။,SUP
Coverage8,Coverage8/13.png,SUP_13,ခိုင်မာတဲ့တံတားက ကူးသွားဖို့ ပိုလုံခြုံတယ်။,SUP
Coverage8,Coverage8/14.png,SUP_14,နီလာက ချုပ်ထားတဲ့အင်္ကျီကို ဝတ်ပြီး အပြင်ထွက်တယ်။,SUP
Coverage8,Coverage8/15.png,SUP_15,ဝိဇ္ဇာဘာသာကို စိတ်ဝင်စားတဲ့ကျောင်းသားတွေ စာကြည့်တိုက်မှာ လေ့လာကြတယ်။,SUP
Coverage9,Coverage9/1.png,SUP_01,အဲဒီနေ့က သူ့ရဲ့သူငယ်ချင်းနဲ့ တွေ့ခဲ့တဲ့အကြောင်းကို ပြောတယ်။,SUP
Coverage9,Coverage9/2.png,SUP_02,စာမေးပွဲအောင်ဖို့ ကြိုးစားရမယ်လို့ ဆရာက ဆိုတယ်။,SUP
Coverage9,Coverage9/3.png,SUP_03,လိုအပ်တဲ့စာအုပ်ကို စာကြည့်တိုက်ဆီက ယူပြီး အိမ်ထိ သယ်လာခဲ့တယ်။,SUP
Coverage9,Coverage9/4.png,SUP_04,ဒီမြေကွက်ပဲ ဝယ်မယ့်သူတွေရှိလို့ ဈေးနှုန်းကို သေချာစစ်တယ်။,SUP
Coverage9,Coverage9/5.png,SUP_05,ဥယျာဉ်ထဲမှာ ဂန္ဓမာပန်းနဲ့ ဇီဇဝါပန်းတွေ ပွင့်နေတယ်။,SUP
Coverage9,Coverage9/6.png,SUP_06,ဗိုလ်ချုပ်လမ်းဘေးက ဆေးဆိုင်မှာ ဆေးဝယ်ဖို့ သွားတယ်။,SUP
Coverage9,Coverage9/7.png,SUP_07,ရိပ်သာရှေ့မှာ ယေဘုယျစည်းကမ်းတွေကို ဖတ်ပြီး ရုံးထဲဝင်တယ်။,SUP
Coverage9,Coverage9/8.png,SUP_08,သူက သုံးရက်အတွင်း အလုပ်ပြီးအောင် ကြိုးစားမယ်လို့ ပြောတယ်။,SUP
Coverage9,Coverage9/9.png,SUP_09,မိုးစိုနေတဲ့လမ်းပေါ်မှာ ထီးဆောင်းပြီး ဖြည်းဖြည်းလျှောက်တယ်။,SUP
Coverage9,Coverage9/10.png,SUP_10,ထုတ်ကုန်အသစ်ကို ထေရဝါဒစာအုပ်တွေနဲ့အတူ စာအုပ်ဆိုင်မှာ တင်ထားတယ်။,SUP
Coverage9,Coverage9/11.png,SUP_11,တီဗီကြည့်ပြီး အိပ်ချိန်ရောက်တော့ မီးပိတ်လိုက်တယ်။,SUP
Coverage9,Coverage9/12.png,SUP_12,လွယ်ကူတဲ့နည်းလမ်းကို ဖေဖေက ရှင်းပြပေးတယ်။,SUP
Coverage9,Coverage9/13.png,SUP_13,ခိုင်မာတဲ့တံတားက ကူးသွားဖို့ ပိုလုံခြုံတယ်။,SUP
Coverage9,Coverage9/14.png,SUP_14,နီလာက ချုပ်ထားတဲ့အင်္ကျီကို ဝတ်ပြီး အပြင်ထွက်တယ်။,SUP
Coverage9,Coverage9/15.png,SUP_15,ဝိဇ္ဇာဘာသာကို စိတ်ဝင်စားတဲ့ကျောင်းသားတွေ စာကြည့်တိုက်မှာ လေ့လာကြတယ်။,SUP
Writer01,Writer01/NAT01.png,NAT_01,အစောပိုင်း အမျိုးသမီးစာရေးဆရာများသည် စာရေးခြင်းဖြင့် ရပ်တည်ရန် အခက်အခဲများ ကြုံခဲ့ရသည်။,NAT
Writer01,Writer01/NAT02.png,NAT_02,မမလေးက ပြည်တွင်းယဉ်ကျေးမှုဘက်ကို အားပြုပြီး ကြည်အေးက လူသားဝါဒကို အသားပေးပါတယ်။,NAT
Writer01,Writer01/NAT03.png,NAT_03,သူသည် အကြောင်းအရာများကို သွယ်ဝိုက်ရေးသားတတ်သောကြောင့် စာဖတ်သူများ၏ စိတ်ဝင်စားမှုကို ရရှိခဲ့သည်။,NAT
Writer01,Writer01/NAT04.png,NAT_04,တစ်ခါက ဒီဝတ္ထုကြီးကို အကောင်းဆုံး မြန်မာဝတ္ထုရှည် ၅ ပုဒ်တွင် ပါဝင်သည်ဟု ချီးမွမ်းခဲ့ကြသည်။,NAT
Writer01,Writer01/NAT05.png,NAT_05,ကျောင်းသားလူငယ်များသည် လူငယ်များပီပီ ပျော်ပျော်ရွှင်ရွှင် နေချင်ကြသည်။,NAT
